director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title
Kari Skogland,Drama Thriller,Jim Sturgess,Kevin Zegers,Michael McElhatton,Fifty Dead Men Walking
Taedong Park,Adventure Animation,Drake Bell,Tom Arnold,Amanda Troop,Jungle Shuffle
Paul Schrader,Drama War,Veronica Ferres,Ayelet Zurer,Derek Jacobi,Adam Resurrected
Benedikt Erlingsson,Comedy Drama Romance,Ingvar Eggert Sigurðsson,Charlotte Bøving,Sigríður María Egilsdóttir,Of Horses and Men
Gurinder Chadha,Comedy Drama Horror Romance,Sendhil Ramamurthy,Mark Addy,Shabana Azmi,It's a Wonderful Afterlife
Jason Connery,Action Horror Sci-Fi,Ray Winstone,Henry Rollins,Jason London,The Devil's Tomb
Vic Sarin,Drama Romance,Jimi Mistry,Jesse Moss,John Light,Partition
Jim Issa,Comedy,Elaine Hendrix,Luke Perry,Jon Gries,Good Intentions
Jee-woon Kim,Action Adventure Comedy Western,Kang-ho Song,Woo-sung Jung,Dal-su Oh,"The Good, the Bad, the Weird"
Douglas Aarniokoski,Horror Thriller,Boris Kodjoe,Katrina Bowden,Kathleen Turner,Nurse 3D
William Phillips,Action Comedy Drama Western,Tyler Mane,Callum Rennie,Dustin Milligan,Gunless
Greg Mottola,Comedy Drama Romance,Kristen Stewart,Martin Starr,Wendie Malick,Adventureland
Andy Garcia,Drama Romance,Danny Pino,Victor Rivers,Enrique Murciano,The Lost City
Steve Carr,Comedy,John Witherspoon,Mike Epps,Rolando Molina,Next Friday
Sarik Andreasyan,Action Crime Drama Thriller,Hayden Christensen,Jordana Brewster,Akon,American Heist
Lewis Gilbert,Action Adventure Thriller,Donald Pleasence,Burt Kwouk,Desmond Llewelyn,You Only Live Twice
Julian Gilbey,Action Comedy Crime Drama,Mem Ferda,Alfie Allen,Malese Jow,Plastic
Michael Haneke,Drama Romance,Isabelle Huppert,Emmanuelle Riva,Jean-Louis Trintignant,Amour
Gary Sherman,Horror Thriller,Tom Skerritt,Heather O'Rourke,Zelda Rubinstein,Poltergeist III
Valeri Milev,Action Horror,Daniella Alonso,Roger Cross,Jesse Garcia,Re-Kill
Stanley Kramer,Action Adventure Comedy Crime,Jonathan Winters,Sid Caesar,Spencer Tracy,"It's a Mad, Mad, Mad, Mad World"
Pedro Almodóvar,Comedy Crime Drama Mystery,Carmen Maura,Lola Dueñas,Antonio de la Torre,Volver
Gerald Potterton,Adventure Animation Fantasy Horror Sci-Fi,John Vernon,Joe Flaherty,Don Francks,Heavy Metal
Jared Hess,Adventure Comedy Sci-Fi,Jizelle Jade,Michael Angarano,Héctor Jiménez,Gentlemen Broncos
Richard Loncraine,Drama War,Robert Downey Jr.,Jim Broadbent,Kristin Scott Thomas,Richard III
David Hackl,Action Horror Thriller,Scott Glenn,Michaela McManus,Luisa D'Oliveira,Into the Grizzly Maze
Anurag Basu,Action Drama Romance Thriller,Bárbara Mori,Steven Michael Quezada,Kabir Bedi,Kites
Lars von Trier,Drama Sci-Fi,Alexander Skarsgård,Kirsten Dunst,Charlotte Rampling,Melancholia
Kriv Stenders,Biography Comedy Drama Family Romance,Noah Taylor,Keisha Castle-Hughes,Luke Ford,Red Dog
Yash Chopra,Drama Romance,Shah Rukh Khan,Katrina Kaif,Vic Waghorn,Jab Tak Hai Jaan
Ridley Scott,Horror Sci-Fi,Tom Skerritt,Yaphet Kotto,Bolaji Badejo,Alien
Tobe Hooper,Horror Thriller,Gunnar Hansen,Edwin Neal,Marilyn Burns,The Texas Chain Saw Massacre
Floria Sigismondi,Biography Drama Music,Kristen Stewart,Scout Taylor-Compton,Johnny Lewis,The Runaways
Norman Jewison,Drama Family Musical Romance,Topol,Paul Michael Glaser,Rosalind Harris,Fiddler on the Roof
Terence Young,Action Adventure Thriller,Desmond Llewelyn,Earl Cameron,Lois Maxwell,Thunderball
Joseph Kahn,Comedy Horror Sci-Fi,Josh Hutcherson,Shanley Caswell,Parker Bagley,Detention
Ferzan Ozpetek,Comedy Drama Romance,Riccardo Scamarcio,Alessandro Preziosi,Lunetta Savino,Loose Cannons
F. Gary Gray,Action Crime Drama Romance Thriller,Vivica A. Fox,Jada Pinkett Smith,Blair Underwood,Set It Off
Malcolm D. Lee,Comedy Drama,Harold Perrineau,Sanaa Lathan,Jarrod Bunch,The Best Man
Tom Holland,Fantasy Horror,Catherine Hicks,Alex Vincent,Dinah Manoff,Child's Play
Michael Moore,Documentary Drama,Michael Moore,Tucker Albrizzi,Bill Clinton,Sicko
James DeMonaco,Action Horror Sci-Fi Thriller,Noel Gugliemi,Zach Gilford,Roberta Valderrama,The Purge: Anarchy
Kris Isacsson,Comedy Drama Romance,Rosario Dawson,Lauren German,Shawn Hatosy,Down to You
Danny Leiner,Adventure Comedy,Ethan Embry,Fred Willard,Paula Garcés,Harold & Kumar Go to White Castle
Rod Lurie,Drama Thriller,Jeff Bridges,Gary Oldman,William Petersen,The Contender
Ben Younger,Crime Drama Thriller,Vin Diesel,Nia Long,Herbert Russell,Boiler Room
John Landis,Comedy,Don Ameche,Denholm Elliott,Ralph Bellamy,Trading Places
Glen Morgan,Horror,Oliver Hudson,Crystal Lowe,Andrea Martin,Black Christmas
Daniel Taplitz,Comedy Romance,Jennifer Esposito,Tate Taylor,Patrick Cranshaw,Breakin' All the Rules
Kenneth Branagh,Action Biography Drama History Romance War,Brian Blessed,Derek Jacobi,Danny Webb,Henry V
Tamara Jenkins,Comedy Drama,Philip Seymour Hoffman,David Zayas,Gbenga Akinnagbe,The Savages
Linda Mendoza,Comedy Romance,Carlos Ponce,Freddy Rodríguez,Maria Conchita Alonso,Chasing Papi
Christopher McQuarrie,Action Crime Drama Thriller,Kristin Lehman,Nicky Katt,Dylan Kussman,The Way of the Gun
Burr Steers,Comedy Drama,Kieran Culkin,Rory Culkin,Bill Irwin,Igby Goes Down
Hart Bochner,Comedy,Jon Favreau,Matt Ross,Chris Young,PCU
Michael O. Sajbel,Drama Family Romance,Bill Cobbs,Drew Fuller,Mircea Monroe,The Ultimate Gift
Not Available,Drama Romance,Ronn Moss,Katherine Kelly Lang,Hunter Tylo,The Bold and the Beautiful
Stewart Raffill,Action Adventure Comedy Romance Sci-Fi,Anjelica Huston,John Carradine,Robert Urich,The Ice Pirates
Davis Guggenheim,Biography Drama Sport,Emma Bell,John Doman,Carly Schroeder,Gracie
Bart Freundlich,Comedy Drama Romance,Billy Crudup,Garry Shandling,Dagmara Dominczyk,Trust the Man
Andrew Fleming,Comedy Music,Steve Coogan,Amy Poehler,David Arquette,Hamlet 2
Todd Haynes,Drama Music,Christian Bale,Eddie Izzard,Janet McTeer,Velvet Goldmine
Hong-jin Na,Fantasy Horror Mystery Thriller,Jung-min Hwang,Jun Kunimura,Woo-hee Chun,The Wailing
Kevin Tancharoen,Documentary Music,Lea Michele,Heather Morris,Kevin McHale,Glee: The 3D Concert Movie
Chatrichalerm Yukol,Action Adventure Drama History War,Sarunyu Wongkrachang,Chatchai Plengpanich,Mai Charoenpura,The Legend of Suriyothai
Dario Argento,Horror,John Amos,Adrienne Barbeau,Sally Kirkland,Two Evil Eyes
Eric Lavaine,Comedy,Lambert Wilson,Julie Engelbrecht,Lionel Abelanski,Barbecue
Mike Leigh,Drama,Lesley Manville,Ruth Sheen,Gary McDonald,All or Nothing
Marc Forby,Drama,Q'orianka Kilcher,Will Patton,Shaun Evans,Princess Kaiulani
Peter Cattaneo,Drama Family,Jacqueline McKenzie,Vince Colosimo,Peter Callan,Opal Dream
Scott Mann,Action Crime Thriller,Robert De Niro,Joshua Mikel,D.B. Sweeney,Heist
Ole Christian Madsen,Drama History Thriller War,Lars Mikkelsen,Thure Lindhardt,Christian Berkel,Flame and Citron
Meiert Avis,Comedy Music Romance,Fisher Stevens,Kip Pardue,Perrey Reeves,Undiscovered
Julian Jarrold,Crime Drama Mystery Thriller,Andrew Garfield,Warren Clarke,John Henshaw,Red Riding: In the Year of Our Lord 1974
André Téchiné,Drama,Catherine Deneuve,Ronit Elkabetz,Émilie Dequenne,The Girl on the Train
Emily Young,Drama Romance,Sarah Michelle Gellar,Erika Christensen,Jonathan Tucker,Veronika Decides to Die
Peter Faiman,Adventure Comedy,Paul Hogan,Linda Kozlowski,David Gulpilil,Crocodile Dundee
Martyn Pick,Action Animation Fantasy Horror Mystery Sci-Fi Thriller,Sean Pertwee,Steven Waddington,Donald Sumpter,"Ultramarines: A Warhammer 40,000 Movie"
Roland Suso Richter,Mystery Sci-Fi Thriller,Stephen Graham,Sarah Polley,Stephen Rea,The I Inside
Jeremy Sims,Drama History War,Harrison Gilbertson,Gyton Grantley,Steve Le Marquand,Beneath Hill 60
Maïwenn,Crime Drama,Riccardo Scamarcio,Maïwenn,Karin Viard,Polisse
Joby Harold,Crime Mystery Thriller,Hayden Christensen,Fisher Stevens,Denis O'Hare,Awake
Not Available,Action Adventure Animation Drama Fantasy Sci-Fi,Dee Bradley Baker,James Arnold Taylor,Tom Kane,Star Wars: The Clone Wars
Ekachai Uekrongtham,Action Crime Thriller,Michael Jai White,Mike Dopud,Celina Jade,Skin Trade
Joel Schumacher,Comedy Fantasy Horror,Dianne Wiest,Jami Gertz,Jason Patric,The Lost Boys
Scott Cooper,Drama Music Romance,Jeff Bridges,Beth Grant,Debrianna Mansini,Crazy Heart
Mark Rydell,Drama Music Romance,David Keith,Frederic Forrest,Alan Bates,The Rose
David E. Talbert,Comedy,Djimon Hounsou,Christina Milian,Boris Kodjoe,Baggage Claim
Roger Vadim,Adventure Comedy Fantasy Sci-Fi,Jane Fonda,David Hemmings,Milo O'Shea,Barbarella
Nils Gaup,Adventure Family,Bjørn Sundquist,Louisa Milwood-Haigh,Stian Smestad,Shipwrecked
Alexander Payne,Comedy Drama,Matthew Broderick,Chris Klein,Molly Hagan,Election
Mira Nair,Drama,Jacinda Barrett,Brooke Smith,Tabu,The Namesake
Ari Sandel,Comedy,Bella Thorne,Romany Malco,Skyler Samuels,The DUFF
Vondie Curtis-Hall,Drama Music Romance,Mariah Carey,Max Beesley,Valarie Pettiford,Glitter
Tom Elkins,Drama Horror Mystery Thriller,Abigail Spencer,Cicely Tyson,Brad James,The Haunting in Connecticut 2: Ghosts of Georgia
Woo-Suk Kang,Action Drama,Yu-mi Jeong,Sung-kee Ahn,Kyung-gu Sol,Silmido
Jane Campion,Biography Drama Romance,Abbie Cornish,Paul Schneider,Samuel Roukin,Bright Star
Karan Johar,Adventure Drama Thriller,Shah Rukh Khan,Jimmy Shergill,Christopher B. Duncan,My Name Is Khan
Herbert Ross,Drama Music Romance,Dianne Wiest,Chris Penn,Lori Singer,Footloose
J.C. Chandor,Action Adventure Drama,Robert Redford,Not Available,Not Available,All Is Lost
John Sayles,Adventure Drama Thriller,Mary Elizabeth Mastrantonio,Casey Siemaszko,Vanessa Martinez,Limbo
Vipul Amrutlal Shah,Comedy Drama Romance,Katrina Kaif,Clive Standen,Riteish Deshmukh,Namastey London
Ken Loach,Drama War,Padraic Delaney,Orla Fitzgerald,Martin Lucey,The Wind That Shakes the Barley
Ayan Mukerji,Comedy Drama Musical Romance,Ranbir Kapoor,Madhuri Dixit,Aditya Roy Kapoor,Yeh Jawaani Hai Deewani
John G. Avildsen,Action Drama Family Sport,Martin Kove,William Zabka,William Bassett,The Karate Kid
Mervyn LeRoy,Biography Drama History Romance,Peter Ustinov,Deborah Kerr,Robert Taylor,Quo Vadis
Darren Lynn Bousman,Horror Musical Sci-Fi,Alexa PenaVega,Paris Hilton,Paul Sorvino,Repo! The Genetic Opera
Serdar Akar,Action Adventure,Necati Sasmaz,Bergüzar Korel,Ghassan Massoud,Valley of the Wolves: Iraq
Quentin Tarantino,Crime Drama,Bruce Willis,Eric Stoltz,Phil LaMarr,Pulp Fiction
James Frawley,Adventure Comedy Family Musical,Madeline Kahn,Jim Henson,Dom DeLuise,The Muppet Movie
Dan Gilroy,Crime Drama Thriller,Jake Gyllenhaal,Michael Papajohn,James Huang,Nightcrawler
Jay Chandrasekhar,Comedy Horror Thriller,Brittany Daniel,Lindsay Price,Jay Chandrasekhar,Club Dread
Robert Wise,Biography Drama Family Musical Romance,Eleanor Parker,Angela Cartwright,Nicholas Hammond,The Sound of Music
Ron Howard,Comedy Fantasy Romance,Tom Hanks,Howard Morris,Patrick Cronin,Splash
Jonathan Dayton,Comedy Drama,Steve Carell,Steven Christopher Parker,Jill Talley,Little Miss Sunshine
Rob Reiner,Adventure Drama,Marshall Bell,Frances Lee McCain,Casey Siemaszko,Stand by Me
Danny Boyle,Drama Horror Sci-Fi Thriller,Noah Huntley,Megan Burns,David Schneider,28 Days Later...
Chris Stokes,Drama Music,Jennifer Freeman,Marques Houston,Steve Harvey,You Got Served
Don Siegel,Biography Crime Drama,Clint Eastwood,Patrick McGoohan,Fred Ward,Escape from Alcatraz
Rick Famuyiwa,Comedy Drama Music Romance,Boris Kodjoe,Sanaa Lathan,Wendell Pierce,Brown Sugar
Martin Lawrence,Comedy Crime Drama Romance Thriller,Faizon Love,Lynn Whitfield,Della Reese,A Thin Line Between Love and Hate
Jonathan Levine,Comedy Drama Romance,Joseph Gordon-Levitt,Anna Kendrick,Bryce Dallas Howard,50/50
Masayuki Ochiai,Horror Mystery Thriller,James Kyson,David Denman,Daisy Betts,Shutter
George A. Romero,Comedy Fantasy Horror,Ted Danson,Hal Holbrook,Adrienne Barbeau,Creepshow
Tom Gormican,Comedy Romance,Mackenzie Davis,Lola Glaudini,Josh Pais,That Awkward Moment
Ken Shapiro,Comedy Fantasy Sci-Fi,Brian Doyle-Murray,Dabney Coleman,Mary Kay Place,Modern Problems
Justin Tipping,Adventure,Tina Gilton,Natalie Stephany Aguilar,Justin Hall,Kicks
Kenneth Branagh,Comedy Drama Romance,Keanu Reeves,Denzel Washington,Brian Blessed,Much Ado About Nothing
Peter R. Hunt,Action Adventure Thriller,Telly Savalas,George Lazenby,Desmond Llewelyn,On Her Majesty's Secret Service
Not Available,Action Crime Drama Thriller,Nick Wechsler,Philip Winchester,Jeff Marlow,The Player
Wes Craven,Fantasy Horror Mystery Thriller,Miko Hughes,Heather Langenkamp,Tracy Middendorf,New Nightmare
John Schultz,Comedy Drama Romance,Stephen Collins,Mark Webber,Keri Lynn Pratt,Drive Me Crazy
Doug Atchison,Drama,Curtis Armstrong,Sean Michael Afable,Tzi Ma,Akeelah and the Bee
Tamra Davis,Comedy Crime,Dave Chappelle,Harland Williams,Clarence Williams III,Half Baked
Jonas Elmer,Comedy Romance,J.K. Simmons,Frances Conroy,Harry Connick Jr.,New in Town
Stephen Gaghan,Drama Thriller,Matt Damon,Amr Waked,Kayvan Novak,Syriana
Mary Harron,Crime Drama,Christian Bale,Justin Theroux,Samantha Mathis,American Psycho
Miguel Arteta,Drama Romance,Jake Gyllenhaal,Zooey Deschanel,Tim Blake Nelson,The Good Girl
Erik Canuel,Action Comedy Crime Thriller,Colm Feore,Richard Howland,Sarain Boylan,Bon Cop Bad Cop
Troy Duffy,Action Crime Thriller,Norman Reedus,Julie Benz,Clifton Collins Jr.,The Boondock Saints II: All Saints Day
James Ivory,Drama Romance,Alexandra Maria Lara,Omar Metwally,Diego Velazquez,The City of Your Final Destination
Nicole Holofcener,Comedy Drama Romance,Christopher Nicholas Smith,Ben Falcone,Michaela Watkins,Enough Said
Will Gluck,Comedy Romance,Emma Stone,Dan Byrd,Fred Armisen,Easy A
Matty Rich,Comedy Drama Romance,Jada Pinkett Smith,Joe Morton,Larenz Tate,The Inkwell
E. Elias Merhige,Drama Horror,Eddie Izzard,Udo Kier,Catherine McCormack,Shadow of the Vampire
Joe Nussbaum,Comedy Drama,Cameron Monaghan,Thomas McDonell,Aimee Teegarden,Prom
Matt Reeves,Comedy Romance,Mark Margolis,Michael Rapaport,Carol Kane,The Pallbearer
Steve Rash,Comedy,Barry Corbin,Nia Long,Jake Busey,Held Up
Fina Torres,Comedy Fantasy Romance,Harold Perrineau,John de Lancie,Mark Feuerstein,Woman on Top
James Ivory,Drama Romance,Anthony Hopkins,Vanessa Redgrave,Samuel West,Howards End
Not Available,Adventure Drama Fantasy Mystery,Dominic Cooper,Joseph Gilgun,Ruth Negga,Preacher
Duke Johnson,Animation Comedy Drama Romance,Jennifer Jason Leigh,Tom Noonan,David Thewlis,Anomalisa
Mike Leigh,Comedy Drama,Jim Broadbent,Imelda Staunton,Phil Davis,Another Year
François Ozon,Comedy Crime Musical Romance,Catherine Deneuve,Isabelle Huppert,Emmanuelle Béart,8 Women
Mark L. Lester,Action Comedy Crime Thriller,Cary-Hiroyuki Tagawa,Tia Carrere,Vernee Watson,Showdown in Little Tokyo
David Dobkin,Comedy Crime,Janeane Garofalo,Vince Vieluf,Kevin Rahm,Clay Pigeons
Anna Boden,Comedy Drama Romance,Zoë Kravitz,Jeremy Davies,Jim Gaffigan,It's Kind of a Funny Story
Nigel Cole,Biography Comedy Drama History,Bob Hoskins,Robbie Kay,Sally Hawkins,Made in Dagenham
Anand Tucker,Biography Drama,Colin Firth,Jim Broadbent,Gina McKee,When Did You Last See Your Father?
Steve James,Biography Drama Romance Sport,Kurtwood Smith,Laurel Holloman,Amy Locane,Prefontaine
Michael Winner,Adventure Drama,Faye Dunaway,Marina Sirtis,John Gielgud,The Wicked Lady
Tomm Moore,Adventure Animation Family Fantasy,Sean Lennon,Mick Lally,Evan McGuire,The Secret of Kells
John Carney,Drama Music,James Corden,Karen Pittman,Mary Catherine Garrison,Begin Again
David Jacobson,Drama Romance Thriller,Hunter Parrish,Bruce Dern,Rory Culkin,Down in the Valley
Michael Corrente,Crime Drama,Jerry Ferrara,Tony Devon,Alexa Havins,Brooklyn Rules
Edward Hall,Drama Romance,Rufus Sewell,Hayley Atwell,Charlotte Rampling,Restless
Keith Gordon,Comedy Crime Musical Mystery,Robert Downey Jr.,Robin Wright,Alfre Woodard,The Singing Detective
David Leland,Drama Romance War,Anna Friel,Catherine McCormack,Steven Mackintosh,The Land Girls
Andrew Currie,Comedy Drama Horror Sci-Fi,Alexia Fast,Henry Czerny,Kesun Loder,Fido
Andrew Wilson,Comedy Drama Romance,Will Ferrell,Eddie Griffin,Jacob Vargas,The Wendell Baker Story
Jonathan Lynn,Action Comedy Crime,Rupert Grint,Rupert Everett,Geoff Bell,Wild Target
Marc Schölermann,Crime Horror Thriller,John de Lancie,Larry Drake,Johnny Whitworth,Pathology
Not Available,Drama Romance,Tom Hardy,Jack O'Connell,Kevin McNally,Wuthering Heights
Robert Moresco,Crime Drama Thriller,Brian Dennehy,Brad Renfro,Dash Mihok,10th & Wolf
Thomas Vinterberg,Comedy Crime Drama Romance,Michael Angarano,Chris Owen,William Hootkins,Dear Wendy
Claudia Llosa,Drama,Ian Tracey,Zen McGrath,William Shimell,Aloft
Katsuhiro Ôtomo,Action Animation Sci-Fi,Mitsuo Iwata,Takeshi Kusao,Tesshô Genda,Akira
John Herzfeld,Action Crime Thriller,Paul Walker,Olivia Wilde,Jason Flemyng,The Death and Life of Bobby Z
Charles Binamé,Biography Drama Sport,Stephen McHattie,Roy Dupuis,Julie LeBreton,The Rocket: The Legend of Rocket Richard
Keith Parmer,Action Crime Drama Thriller,Rachel Ann Mullins,Josh Henderson,Grant Bowler,Swelter
Dennie Gordon,Action Adventure Comedy Romance,Leehom Wang,Ruby Lin,Jack Kao,My Lucky Star
Ol Parker,Comedy Drama Romance,Celia Imrie,Ben Miles,Darren Boyd,Imagine Me & You
Bruce Beresford,Drama,Mckenna Grace,Lucy Fry,Natalie Coughlin,Mr. Church
François Ozon,Crime Drama Mystery Thriller,Charlotte Rampling,Ludivine Sagnier,Jean-Claude Lecas,Swimming Pool
James Nunn,Action Drama,Spencer Wilding,Mark Wingett,Kacey Clarke,Green Street 3: Never Back Down
David Webb Peoples,Action Sci-Fi Sport,Delroy Lindo,Joan Chen,Anna Katarina,The Blood of Heroes
Michael Winnick,Action,Scott Takeda,Helena Mattsson,Craig Sheffer,Code of Honor
Bruce Beresford,Comedy Drama Family,Morgan Freeman,Jessica Tandy,Patti LuPone,Driving Miss Daisy
George Tillman Jr.,Comedy Drama,Vanessa Williams,Mekhi Phifer,Vivica A. Fox,Soul Food
Stanley Tong,Action Comedy,Françoise Yip,Anita Mui,Garvin Cross,Rumble in the Bronx
David Oelhoffen,Drama War Western,Viggo Mortensen,Reda Kateb,Ángela Molina,Far from Men
Jason Reitman,Comedy Drama,J.K. Simmons,Cameron Bright,Todd Louiso,Thank You for Smoking
Eli Roth,Horror,Jay Hernandez,Lauren German,Stanislav Ianevski,Hostel: Part II
Lone Scherfig,Drama,Dominic Cooper,Olivia Williams,Ellie Kendrick,An Education
Anand Tucker,Drama Romance,Frances Conroy,Bridgette Wilson-Sampras,Clyde Kusatsu,Shopgirl
Tony Richardson,Comedy Drama Romance,Joely Richardson,Beau Bridges,Nastassja Kinski,The Hotel New Hampshire
Joe Carnahan,Crime Drama Mystery Thriller,Jason Patric,Chi McBride,Alan Van Sprang,Narc
Paul Gross,Comedy Drama Romance Sport,Molly Parker,Paul Gross,Kari Matchett,Men with Brooms
Charles Robert Carner,Comedy Crime,Ivana Milicevic,Jenny McCarthy,Richard Bull,Witless Protection
Russell Holt,Drama Romance,Eric Johnson,Brenda Strong,Tiffany Dupont,The Work and the Glory
Mike Judge,Comedy Crime Romance,J.K. Simmons,Mila Kunis,Clifton Collins Jr.,Extract
Larry Charles,Comedy Drama Music,Jeff Bridges,Cheech Marin,Bruce Dern,Masked and Anonymous
Claude Miller,Comedy Crime Drama Romance Thriller,Sandrine Kiberlain,Edouard Baer,Roschdy Zem,Alias Betty
Michael Winterbottom,Drama Romance Sci-Fi Thriller,Samantha Morton,Om Puri,Natalie Mendoza,Code 46
Sacha Bennett,Comedy,Bob Hoskins,Jenny Agutter,Vincent Regan,Outside Bet
Paul Haggis,Crime Drama Thriller,Don Cheadle,Loretta Devine,Jennifer Esposito,Crash
Rodrigo García,Drama,Mia Wasikowska,Michael McElhatton,Mark Williams,Albert Nobbs
Jeta Amata,Action Crime Drama Thriller,Akon,Nathin Butler,Razaaq Adoti,Black November
Siddharth Anand,Comedy Family Romance,Saif Ali Khan,Mary Goggin,Vic Aviles,Ta Ra Rum Pum
Vincent Paronnaud,Animation Biography Drama War,Catherine Deneuve,Gena Rowlands,Danielle Darrieux,Persepolis
Joe Dante,Adventure Fantasy Thriller,Bruce Dern,Teri Polo,Haley Bennett,The Hole
Dennis Gansel,Drama Thriller,Max Riemelt,Elyas M'Barek,Jennifer Ulrich,The Wave
Nicolas Winding Refn,Horror Thriller,Keanu Reeves,Bella Heathcote,Charles Baker,The Neon Demon
Daniel Barber,Action Crime Drama Thriller,Joseph Gilgun,Jack O'Connell,Sean Harris,Harry Brown
Sam Raimi,Action Adventure Romance,J.K. Simmons,James Franco,Kirsten Dunst,Spider-Man 3
Robert Marcarelli,Action Adventure Fantasy Sci-Fi Thriller,George Coe,William Hootkins,Ayla Kell,The Omega Code
Jason Reitman,Comedy Drama Romance,J.K. Simmons,Jennifer Garner,Rainn Wilson,Juno
Ernie Barbarash,Action Thriller,Darren Shahlavi,Aki Aleong,Brahim Achabbakhe,Pound of Flesh
Guy Hamilton,Action Adventure Thriller,Desmond Llewelyn,Lois Maxwell,Jill St. John,Diamonds Are Forever
Francis Ford Coppola,Crime Drama,Al Pacino,Marlon Brando,Robert Duvall,The Godfather
